
   1675 N- N-
*+   1174 N- N-ová
    883 A- A-
%    607 A- A-ový
    584 V- V-
$    391 N- N-a		#836 instancí 
    313 A-a A-ový
%    262 A- A-ský
*    247 N- A-ový		#2309 instancí
$    214 N- N-ový		#chyba taggeru: cílové N je adj.
*    208 A-ký N-tví
*    201 N-a N-ová
$    197 N- N-s
*    183 N- A-ský		#1153 instancí
    179 V-it V-ovat
$    172 N- N-n
    163 A-ce A-ční
$    161 A- A-ní		#v automaticti_degenerati.txt jen 2 instance
    154 V-at V-nout
*+    151 N- N-ka
$    151 N- N-e
$    151 A- A-ný		#jen 3 instance
*+    149 N- N-ek
    145 N-ek N-ková
*    145 N-a A-ový
    145 A-t A-vý
*+    142 N-a N-ka
*    139 N-ce A-ční
%    131 A- A-a
$    130 N-a N-e		#208 instancí 
$    126 A-ý A-itý
    126 A- A-ický
    124 N-ace V-ovat
%    123 N- N-o
$   122 N- N-er
$    118 N- N-ský
    114 A-t A-č
*    112 N-k N-ček	#437 instancí 
$    106 A-í A-ý		#182 instancí
    104 V-nit V-ňovat
$    104 N- N-ie
%    103 N-a N-ový
     99 N-t N-vý
     97 A-ační V-ovat
     92 N- N-ství
$     92 N- N-ní		#chyba taggeru: cílové N má být adj.
$     92 N- N-l
$     91 N- N-t
*     91 N-e A-cký
     88 V- A-elný
$     88 N- N-k		#chyba taggeru: jako výchozí N několikrát adj.
     85 A-k A-cký
     81 N-a A-ický
$     81 A-it A-ný	#jen 2 instance, A-it je CHYBA taggeru
     81 A- A-at
%     80 N-a N-o
     80 A-ý A-at
$     79 N- N-ův		# chyba taggeru: cílové N je adj.
     78 A- A-ka
     77 A-e A-cký
$     76 N- N-r
%     75 N- N-on
*     75 N- N-ec
     75 A- A-ek
     74 V-lý V-nout
$     72 A-o A-ý
$     72 A-ný A-ový	#251 instancí
     72 A-a A-ka
$     71 N- N-i		# chyba taggeru: cílové N-i často plurál
$     70 N- N-na
     70 A-ý A-ka
     70 A-ace A-ovat
     70 A-a A-ický
     69 A- A-it
%     68 N-ký N-tví
     68 A-ka A-ový
     68 A- A-ovitý
*     67 N-ý N-ík
$     67 N- N-el		# chyba taggeru: někde byl výchozí N- infinitiv
     66 A- V-ovat
$     64 N-t N-č		#24 instancí 
$     64 N- N-ov
*     64 N-ce N-ční	#11 instancí 
%     64 A-e A-ový
     63 A-ý A-ík
     63 A-ký A-tví
*     62 N- N-vá
     62 A- A-elný
$     62 A-a A-ný	#jen 2 instance
$     61 N- N-an		#155 instancí 
*     61 N- A-ův		#409 instancí
*     61 N-á N-ý		# !!! OBRÁCENÝ SMĚR
     61 A-ační A-ovat
$     60 N- N-at		#22 instancí 
     59 A-k A-ček
$     58 N- N-á		#50 instancí
$     58 A- A-vý	#jen 3 instance 
     58 A- A-k
$     58 A-a A-ní	# v automaticti_degenerati.txt jen 1 instance
$     56 N- N-ný
     55 N- A-ický
     55 A-at A-nout
     55 A- A-ovat
     53 V- V-ový
%     53 N- N-it
     53 N-mus A-tický
%     53 N-í N-ý
     53 A- N-ství
     53 A-at V-nout
     53 A- A-ie
%     52 N- N-y
 %    52 N- N-en
     52 N-ka A-cký
     52 N-at N-nout
     52 A-ý A-ec
     51 V-t V-lý
     51 N-ík A-ický
     51 A-ek A-kový
     51 A-é A-ý
%     50 N- N-man
%     50 N- N-h
%     50 N-a N-er
     50 A-ka A-ný
%     49 N-o N-ý
     49 N-at V-nout
%     48 N-n N-r
%     48 N- N-ch
     48 A-it V-ovat
%     47 N-ta N-mus
+     47 N- N-sko
%     47 N-k N-cký
+     47 N- A-ný
     47 A-it A-ovat
     47 A- A-t
     46 V- V-ovat
+     46 V-t N-č
     46 N-zmus A-stický
     46 N-it V-ovat
     46 N- A-ovitý
     46 A-it A-ka
%     45 V-it V-ět
%     45 N-a N-ek
     44 N- N-ovat
     44 N- N-ková
     44 N-e N-cký
%     43 N- N-m
     43 N- N-ický
%     43 N-a N-y
     43 A-a A-ovitý
     42 N-ý N-at
%     42 N-n N-s
%     42 N-a N-in
+     42 N- A-ní
     42 A-ka A-cký
     41 V- A-ský
     41 N- V-ovat
     41 N-ův N-ová
%     41 N-a N-ní
%     41 A-ý V-at
     41 A- A-el
%     40 N-s N-ová
     40 N-ační N-ovat
     40 N-ace N-ovat
     40 A-ý A-ě
     39 N-it N-ovat
